index,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,INCOME
5709,37,1,16,2,10,4,4,1,0,0,72,0,1
5710,41,4,10,2,1,4,4,1,0,0,46,39,1
5711,43,4,9,2,1,4,4,1,0,0,40,39,1
5712,47,7,10,2,3,4,4,1,0,0,40,39,1
5713,38,6,15,4,10,0,4,1,0,2824,45,39,1
5714,46,4,11,2,7,4,4,1,0,0,40,39,0
5715,19,7,10,4,8,3,4,0,0,0,40,39,0
5716,19,4,3,4,8,0,4,1,0,0,50,13,0
5717,24,4,13,2,12,4,4,1,0,0,45,39,1
5718,39,5,10,2,5,4,4,1,0,0,65,39,0
5719,37,4,11,0,7,0,4,0,0,0,30,39,0
5720,28,0,13,4,0,3,2,0,0,0,40,11,0
5721,40,4,9,0,3,1,4,1,0,0,40,39,0
5722,27,4,12,4,12,3,4,0,0,0,40,39,0
5723,22,4,9,4,1,2,4,0,0,0,40,39,0
5724,21,4,10,4,6,3,4,1,0,0,12,39,0
5725,32,4,9,2,4,5,4,0,0,0,40,39,0
5726,20,4,9,5,7,3,4,1,0,0,40,39,0
5727,45,4,14,0,14,0,4,1,14344,0,48,39,1
5728,46,2,15,2,11,4,4,1,0,0,40,39,1
5729,46,4,11,0,4,1,4,0,0,0,45,39,0
5730,26,4,10,4,11,0,4,1,0,0,44,39,0
5731,47,6,13,2,4,3,4,1,0,0,60,39,0
5732,22,4,10,4,10,3,4,0,0,0,10,39,0
5733,34,6,9,2,4,4,4,1,0,0,60,39,0
5734,49,4,2,2,3,4,4,1,0,0,40,32,0
5735,20,4,10,4,6,3,4,1,0,0,25,39,0
5736,28,4,9,2,7,4,4,1,0,0,45,39,0
5737,30,4,7,2,7,4,2,1,0,0,40,39,0
5738,23,4,9,2,3,4,4,1,0,0,40,39,0
5739,20,4,5,4,9,3,4,1,0,0,40,26,0
5740,31,4,10,2,8,4,4,1,0,0,55,26,0
5741,46,4,2,4,7,3,4,1,0,0,40,33,0
5742,42,4,9,5,1,1,4,0,0,0,40,39,0
5743,60,6,4,2,3,4,4,1,0,0,40,39,0
5744,30,4,13,4,10,0,4,1,0,0,50,39,0
5745,27,4,10,2,14,4,4,1,0,0,48,39,0
5746,20,4,5,4,12,3,4,0,0,0,32,39,0
5747,56,6,13,2,10,4,4,1,7688,0,40,39,1
5748,41,4,10,2,4,4,4,1,0,0,60,39,1
5749,61,4,9,2,7,4,4,1,0,0,40,39,0
5750,47,4,9,0,4,1,2,0,0,0,40,39,1
5751,60,4,5,2,7,4,4,1,2228,0,37,39,0
5752,33,4,5,2,7,4,4,1,0,0,50,39,0
5753,40,0,10,2,0,5,4,0,0,0,25,39,0
5754,48,4,13,2,10,4,4,1,0,0,45,2,1
5755,56,4,9,2,6,4,4,1,0,0,40,39,1
5756,50,4,11,2,14,4,4,1,3103,0,55,39,1
5757,57,6,14,2,10,4,4,1,0,0,40,39,1
5758,20,4,10,4,1,3,3,0,0,0,40,39,0
5759,46,4,11,0,13,2,4,0,0,0,36,39,0
5760,21,4,10,4,10,0,4,0,0,0,40,39,0
5761,37,4,9,2,4,4,4,1,0,0,40,39,0
5762,42,4,10,2,13,4,4,1,0,0,40,39,0
5763,20,4,9,4,8,3,4,0,0,0,30,39,0
5764,54,4,16,2,10,4,4,1,0,1977,50,39,1
5765,32,2,9,2,14,5,4,0,4064,0,22,39,0
5766,62,0,10,2,0,5,4,0,0,0,1,39,0
5767,50,4,10,2,3,4,4,1,0,0,40,39,1
5768,49,1,10,4,1,1,2,0,0,0,40,39,0
5769,48,4,12,2,14,4,4,1,0,0,50,39,0
5770,24,4,10,4,12,2,2,0,0,0,40,39,0
5771,46,4,14,2,13,4,1,1,0,0,40,30,1
5772,42,4,9,0,8,0,4,0,0,0,40,39,0
5773,52,5,10,2,3,4,4,1,0,0,40,39,0
5774,58,2,12,6,1,0,2,0,0,0,40,39,0
5775,37,4,10,0,13,0,0,0,0,0,40,39,0
5776,34,4,9,2,3,4,4,1,0,0,40,39,0
5777,26,4,10,2,1,4,4,1,0,2051,40,39,0
5778,18,4,10,4,1,2,4,0,0,0,20,39,0
5779,33,4,10,4,10,0,2,1,0,0,40,39,0
5780,41,4,10,0,12,0,4,0,0,0,15,39,0
5781,21,4,12,4,1,3,4,0,0,0,20,39,0
5782,23,4,11,4,13,0,4,0,0,0,40,39,0
5783,26,1,10,4,13,3,4,0,0,0,40,39,0
5784,33,4,13,2,8,5,4,0,0,0,40,39,0
5785,24,4,10,4,4,3,4,0,0,0,45,39,0
5786,43,4,6,2,3,4,1,1,0,0,42,3,0
5787,52,7,9,0,1,0,4,0,0,0,40,9,0
5788,27,0,10,0,0,3,2,0,0,0,40,39,0
5789,61,4,4,0,8,1,4,0,0,0,40,39,0
5790,35,4,9,2,7,4,4,1,0,0,40,39,0
5791,35,4,9,2,3,4,4,1,0,0,40,39,1
5792,45,5,9,2,4,4,4,1,15024,0,55,39,1
5793,43,2,9,2,4,4,4,1,0,0,40,39,1
5794,51,4,9,2,11,4,4,1,0,0,40,39,1
5795,35,4,13,2,14,4,4,1,0,0,40,39,0
5796,47,1,13,2,1,4,4,1,0,0,45,11,1
5797,22,4,10,4,1,3,4,1,0,0,40,39,0
5798,49,5,11,2,4,4,4,1,0,0,60,39,1
5799,20,4,9,4,3,3,4,1,0,0,20,39,0
5800,19,4,6,0,8,0,4,0,0,0,40,39,0
5801,27,4,9,4,3,0,4,1,0,0,40,39,0
5802,42,4,12,0,10,1,4,0,0,0,45,39,0
5803,27,0,10,0,0,3,4,1,0,0,40,39,0
5804,23,6,10,4,5,3,4,1,0,0,35,39,0
5805,20,4,10,4,13,0,4,0,0,0,10,39,0
5806,47,4,9,2,14,4,4,1,0,0,50,39,0
5807,17,4,8,4,8,3,2,1,0,0,18,39,0
5808,76,0,6,2,0,4,4,1,0,0,1,39,0
5809,39,4,10,0,12,1,4,0,0,0,40,39,0
5810,25,4,5,2,7,4,4,1,0,0,40,26,0
5811,31,4,11,2,4,5,2,0,0,0,43,39,0
5812,44,4,9,0,14,0,2,1,0,0,20,14,0
5813,53,4,11,2,4,4,4,1,0,0,40,39,1
5814,34,4,10,5,3,0,4,1,0,0,45,39,0
5815,45,6,10,2,4,4,4,1,0,0,60,39,0
5816,34,4,9,2,12,4,4,1,0,0,45,39,0
5817,35,4,14,2,12,4,4,1,0,0,40,39,1
5818,36,4,10,4,8,0,4,1,0,0,48,39,0
5819,45,4,10,6,8,1,4,0,0,0,45,39,0
5820,37,6,10,2,4,4,4,1,0,0,60,39,0
5821,53,4,12,2,7,4,4,1,0,0,40,39,1
5822,35,4,14,2,10,5,4,0,15024,0,50,39,1
5823,38,6,9,2,7,4,4,1,0,0,70,0,0
5824,65,5,10,2,12,4,4,1,0,0,40,39,0
5825,49,6,6,0,5,1,4,1,0,0,70,39,0
5826,24,4,9,4,6,0,4,1,0,0,40,39,0
5827,54,4,10,2,3,4,4,1,0,0,40,39,0
5828,17,4,6,4,12,3,4,0,0,0,12,39,0
5829,19,4,8,4,8,3,4,1,0,0,16,39,0
5830,60,4,9,6,7,0,4,0,0,0,40,39,0
5831,46,4,13,2,4,4,4,1,0,0,35,39,1
5832,78,0,14,6,0,0,4,0,0,0,15,39,0
5833,26,4,10,4,4,3,2,0,0,0,40,39,0
5834,58,4,2,2,8,4,4,1,0,0,38,5,0
5835,37,6,9,0,4,1,4,1,0,0,55,39,0
5836,41,4,14,2,10,4,4,1,0,0,38,39,1
5837,30,4,13,0,4,0,4,1,0,0,40,39,0
5838,19,4,10,4,1,0,4,0,0,0,30,39,0
5839,48,4,13,2,4,4,4,1,0,0,60,12,1
5840,22,4,10,4,14,0,4,0,0,0,24,39,0
5841,50,4,14,3,10,2,4,1,0,0,60,0,0
5842,25,4,2,4,9,0,4,0,0,0,40,13,0
5843,18,4,6,4,8,3,4,1,0,0,6,39,0
5844,21,4,9,4,6,3,4,1,0,0,40,39,0
5845,47,4,10,2,14,4,4,1,0,0,50,39,0
5846,33,4,9,4,8,2,0,0,0,0,36,39,0
5847,39,4,9,0,3,3,4,1,2174,0,40,39,0
5848,67,6,13,2,4,4,4,1,0,0,8,39,1
5849,19,4,10,4,8,3,4,1,0,1602,24,39,0
5850,18,4,6,4,8,3,4,1,0,0,11,39,0
5851,36,4,9,4,1,3,2,1,0,0,40,39,0
5852,23,4,10,4,7,3,4,1,0,0,25,39,0
5853,25,0,10,5,0,1,4,0,0,0,20,39,0
5854,40,4,10,2,3,4,4,1,0,0,40,0,0
5855,73,6,9,2,5,4,4,1,0,0,40,39,0
5856,35,4,10,2,3,4,4,1,5013,0,40,39,0
5857,31,4,12,2,3,4,4,1,0,0,40,39,1
5858,20,4,6,4,7,0,4,1,0,0,40,39,0
5859,20,4,9,4,1,3,4,0,0,0,40,39,0
5860,27,4,9,2,6,4,4,1,0,0,40,26,0
5861,66,5,6,2,12,4,4,1,0,0,30,39,0
5862,66,4,14,2,12,4,4,1,0,0,50,39,0
5863,64,4,14,4,10,0,4,0,0,0,35,39,0
5864,48,4,10,0,14,0,4,1,3325,0,53,39,0
5865,24,4,13,4,10,0,4,0,0,0,40,39,0
5866,51,6,9,2,5,4,4,1,0,0,60,39,0
5867,25,4,13,2,3,4,4,1,0,0,60,39,1
5868,33,4,7,5,12,3,4,0,0,0,20,39,0
5869,50,4,9,2,7,4,4,1,0,0,50,39,0
5870,51,4,4,3,3,0,2,1,0,0,50,6,0
5871,34,7,13,2,10,4,4,1,0,0,38,39,1
5872,41,2,4,4,8,1,2,0,0,0,40,39,0
5873,30,6,10,2,7,4,4,1,0,0,40,39,0
5874,59,4,10,0,3,0,4,1,2907,0,40,39,0
5875,41,6,10,2,7,4,4,1,3103,0,40,39,1
5876,36,6,14,4,12,0,4,1,10520,0,45,39,1
5877,37,4,2,2,5,4,4,1,0,0,85,26,0
5878,28,4,9,4,8,0,0,1,0,0,30,39,0
5879,19,4,9,4,3,3,4,1,0,0,40,39,0
5880,28,4,10,2,14,4,4,1,0,0,45,39,0
5881,62,4,6,2,7,4,2,1,0,0,40,39,0
5882,36,4,14,2,12,4,4,1,15024,0,45,39,1
5883,58,6,6,4,3,0,4,1,0,0,40,12,0
5884,42,5,9,0,12,1,4,1,1151,0,50,39,0
5885,43,5,9,2,3,4,4,1,0,0,40,39,0
5886,29,4,9,2,3,4,4,1,0,0,40,39,0
5887,32,7,9,4,4,0,4,1,0,0,50,39,0
5888,64,2,5,4,1,2,4,1,0,0,40,39,0
5889,39,4,13,2,10,5,4,0,0,0,20,39,1
5890,26,4,13,4,12,3,2,0,0,0,20,39,0
5891,19,4,9,4,8,0,4,1,0,0,30,39,0
5892,21,4,9,4,1,3,4,0,0,0,45,39,0
5893,32,4,10,4,1,0,4,0,0,0,40,39,0
5894,30,2,12,2,11,4,4,1,5013,0,45,39,0
5895,26,4,13,4,1,2,4,0,0,0,50,39,0
5896,20,4,10,4,1,3,1,0,0,0,15,39,0
5897,19,4,10,4,14,3,4,1,0,0,30,39,0
5898,33,1,13,2,1,4,4,1,0,0,42,39,1
5899,23,4,10,2,3,2,4,1,0,0,40,8,0
5900,29,4,9,2,3,4,4,1,0,0,45,39,0
5901,42,4,9,2,4,5,4,0,0,0,40,39,0
5902,30,6,9,2,12,4,4,1,0,0,50,39,0
5903,63,4,9,2,14,5,1,0,0,0,20,39,0
5904,34,4,9,2,6,4,4,1,0,0,40,39,0
5905,60,6,10,2,3,4,4,1,0,0,24,39,0
5906,48,4,9,2,8,4,4,1,0,0,50,39,0
5907,25,4,13,4,4,0,4,1,0,0,50,39,0
5908,27,4,11,2,1,5,2,0,0,0,40,39,0
5909,55,6,9,0,3,1,4,1,27828,0,55,39,1
5910,32,4,10,4,7,3,2,0,0,0,40,39,0
5911,22,4,10,4,1,3,4,1,0,0,25,12,0
5912,25,4,9,4,4,0,4,1,0,0,50,39,0
5913,18,4,7,4,8,3,4,0,0,0,16,39,0
5914,24,2,10,2,1,5,4,0,0,0,44,39,0
5915,29,4,13,4,4,0,4,0,0,0,40,39,0
5916,73,0,7,2,0,4,4,1,0,0,3,39,0
5917,39,4,9,2,3,4,4,1,0,0,40,39,1
5918,33,5,14,2,3,4,4,1,0,0,40,39,0
5919,57,4,9,0,7,0,4,0,0,0,40,39,1
5920,22,4,6,5,8,1,4,0,0,0,40,39,0
5921,33,0,9,5,0,1,4,0,0,0,20,39,0
5922,33,4,9,2,14,4,4,1,0,0,60,39,0
5923,42,4,9,2,3,4,4,1,0,0,40,39,0
5924,43,4,13,5,10,1,4,1,0,0,45,39,0
5925,57,6,10,2,13,4,4,1,0,0,38,39,1
5926,42,4,14,0,10,0,4,1,4650,0,40,39,0
5927,22,4,10,4,14,3,4,1,0,1719,30,39,0
5928,21,0,10,4,0,3,4,0,0,0,35,39,0
5929,42,6,13,2,12,4,4,1,0,0,50,39,1
5930,39,4,10,2,12,4,4,1,0,0,55,39,0
5931,41,4,10,2,10,5,4,0,0,0,32,39,1
5932,20,2,9,4,6,3,2,1,0,0,40,39,0
5933,47,4,10,2,3,4,4,1,0,0,40,39,0
5934,44,4,10,0,1,1,4,0,0,0,40,39,0
5935,29,4,13,4,1,0,2,0,0,0,40,39,0
5936,52,4,10,3,1,0,4,0,14084,0,16,39,1
5937,71,4,10,6,12,0,4,1,0,0,35,39,1
5938,52,4,9,4,3,3,4,1,0,0,55,39,0
5939,36,4,9,2,12,4,4,1,0,0,40,39,0
5940,53,4,10,0,3,0,4,1,0,0,48,39,1
5941,37,4,9,2,8,5,4,0,0,0,30,39,1
5942,26,4,6,4,6,0,4,1,0,0,40,39,0
5943,34,4,13,2,10,4,4,1,0,0,55,39,1
5944,35,4,13,4,10,0,4,1,0,0,50,39,1
5945,20,4,5,4,12,3,4,0,0,0,40,39,0
5946,34,2,10,2,3,4,4,1,0,1740,40,39,0
5947,56,6,13,2,4,4,4,1,0,0,60,39,0
5948,39,4,13,2,10,5,4,0,0,0,36,39,1
5949,24,4,10,4,13,3,4,0,0,0,20,39,0
5950,24,4,7,0,12,1,4,0,0,0,35,39,0
5951,23,4,13,4,10,0,4,1,0,0,50,39,0
5952,27,4,13,4,10,0,4,1,0,0,45,39,0
5953,25,4,9,4,1,1,4,0,0,0,40,39,0
5954,29,4,10,4,1,0,4,0,0,0,40,39,0
5955,42,4,10,2,7,5,4,0,0,0,37,39,1
5956,51,4,9,2,3,4,4,1,0,0,40,39,0
5957,31,4,11,2,3,4,4,1,0,1740,40,39,0
5958,59,4,2,2,7,4,4,1,0,0,40,26,0
5959,29,4,9,2,8,5,4,0,0,0,40,39,0
5960,18,4,9,4,1,3,4,0,0,0,20,39,0
5961,24,4,9,2,3,5,4,0,0,0,36,39,0
5962,38,7,10,5,4,3,4,1,0,0,40,39,0
5963,36,4,9,4,9,1,2,0,0,0,28,0,0
5964,34,6,9,5,4,0,4,1,0,0,50,39,0
5965,42,6,13,2,4,4,4,1,0,1977,70,39,1
5966,45,6,8,0,3,2,2,1,0,0,35,39,0
5967,21,4,11,4,14,3,4,1,0,0,40,39,0
5968,64,5,16,2,10,4,4,1,7688,0,60,2,1
5969,32,4,9,4,7,2,2,1,0,0,40,39,0
5970,45,4,13,4,10,0,4,1,0,0,40,39,1
5971,53,4,3,2,7,4,1,1,0,0,40,25,0
5972,42,4,9,2,3,4,4,1,0,0,16,39,0
5973,32,4,9,0,8,0,4,0,0,0,40,39,0
5974,49,4,9,2,7,4,4,1,0,0,40,39,0
5975,62,4,3,2,5,4,4,1,0,0,24,26,0
5976,28,4,13,2,4,4,4,1,0,0,45,39,0
5977,29,0,16,2,0,4,4,1,0,0,50,39,1
5978,32,4,9,4,5,0,4,1,0,0,35,39,0
5979,37,5,6,4,14,0,4,1,0,2559,50,39,1
5980,38,4,13,2,4,4,1,1,0,0,50,24,1
5981,44,2,9,0,14,3,4,1,0,0,25,39,0
5982,19,4,9,4,14,3,4,1,0,0,40,39,0
5983,22,0,10,4,0,3,4,1,0,0,40,39,0
5984,24,4,13,4,10,0,4,0,0,0,40,39,0
5985,58,4,9,2,4,4,4,1,0,0,50,39,1
5986,56,4,13,6,8,0,4,0,0,0,40,39,0
5987,37,4,6,0,3,1,4,0,0,0,40,39,0
5988,43,4,10,0,7,0,4,1,0,0,40,39,0
5989,32,4,9,2,3,4,4,1,0,0,40,39,0
5990,34,4,13,4,12,3,2,0,0,0,40,39,0
5991,44,4,5,0,8,3,4,0,0,0,50,39,0
5992,28,4,9,4,6,1,4,1,0,0,40,39,0
5993,35,4,9,0,8,0,4,0,0,0,35,39,0
5994,38,4,9,2,7,4,4,1,0,0,40,39,0
5995,26,4,10,4,13,3,4,0,0,0,40,39,0
5996,20,4,7,4,14,3,4,1,0,0,60,39,0
5997,24,4,9,2,3,4,4,1,0,0,60,26,1
5998,40,4,9,0,3,0,4,1,0,0,45,39,0
5999,23,4,9,4,3,2,4,1,0,0,40,39,0
6000,79,2,7,2,4,4,4,1,0,0,7,39,0
6001,44,4,6,0,1,1,3,0,0,0,42,39,0
6002,51,4,14,2,10,5,4,0,99999,0,50,39,1
6003,30,4,9,2,7,4,4,1,0,0,40,39,0
6004,52,4,12,2,12,4,4,1,3103,0,48,39,1
6005,41,4,13,2,4,4,4,1,0,0,40,0,1
6006,33,4,3,2,5,4,1,1,0,0,40,30,0
6007,50,4,13,0,4,1,4,1,0,0,45,39,1
6008,51,4,11,2,13,4,4,1,7298,0,40,39,1
6009,41,4,9,4,7,0,4,1,0,0,40,39,0
6010,35,4,13,2,12,5,4,0,0,0,30,39,1
6011,34,4,10,2,4,4,4,1,7298,0,40,39,1
6012,28,4,13,4,10,0,4,1,0,0,45,39,0
6013,31,5,11,0,12,0,4,1,0,0,40,39,0
6014,22,4,9,4,6,3,4,1,0,0,40,39,0
6015,67,0,9,6,0,0,4,0,2329,0,15,39,0
6016,65,4,9,2,12,4,4,1,9386,0,40,39,1
6017,39,6,9,2,12,4,4,1,0,0,50,39,1
6018,23,4,10,4,13,3,4,1,0,0,40,39,0
6019,29,6,12,2,12,4,4,1,0,0,50,39,0
6020,57,6,6,0,4,3,4,1,0,0,60,39,1
6021,47,4,10,6,8,0,4,0,0,0,35,39,0
6022,51,2,9,2,14,4,2,1,0,0,60,39,0
6023,34,4,9,2,6,4,2,1,0,0,40,39,0
6024,52,4,9,2,4,4,4,1,0,0,60,39,1
6025,29,4,9,2,10,4,4,1,0,0,40,39,1
6026,29,4,9,2,3,4,4,1,0,0,40,39,0
6027,25,2,10,2,5,4,4,1,0,0,40,39,0
6028,21,4,10,4,8,0,4,0,0,0,40,39,0
6029,38,4,13,3,10,0,4,0,0,0,40,39,0
6030,55,6,9,2,12,4,4,1,0,0,50,39,1
6031,61,5,13,5,12,0,4,0,0,0,30,39,0
6032,34,4,12,4,1,0,1,0,8614,0,60,39,1
6033,41,4,13,2,1,4,4,1,0,0,40,39,0
6034,27,2,11,4,1,3,4,1,0,0,43,39,0
6035,78,6,13,4,4,0,4,1,99999,0,20,39,1
6036,40,4,9,2,14,4,4,1,0,0,40,39,1
6037,26,6,4,2,14,4,4,1,0,0,75,39,0
6038,43,4,9,2,8,4,1,1,0,0,60,24,0
6039,55,0,9,6,0,0,4,0,0,0,20,39,0
6040,25,4,11,2,13,4,4,1,0,0,40,26,0
6041,26,6,10,4,8,0,4,0,0,0,48,39,0
6042,43,5,9,2,12,4,4,1,0,0,68,39,1
6043,25,4,10,4,8,3,4,1,0,0,40,31,0
6044,22,4,10,4,1,2,2,0,0,0,30,23,0
6045,52,6,9,2,3,4,4,1,0,0,55,39,1
6046,61,4,9,2,1,5,4,0,2414,0,5,39,0
6047,42,4,13,4,12,1,4,1,0,0,40,39,0
6048,21,4,11,4,1,0,4,0,0,0,40,39,0
6049,44,4,9,2,14,4,0,1,0,0,40,39,0
6050,65,4,9,2,3,4,4,1,2290,0,40,12,0
6051,56,0,9,0,0,0,4,1,0,0,10,39,0
6052,33,1,12,0,8,1,4,1,0,0,40,39,0
6053,22,4,6,4,1,0,4,0,0,0,40,39,0
6054,43,4,9,0,7,0,4,0,0,0,24,39,0
6055,45,5,9,0,4,0,4,1,0,0,42,39,0
6056,42,4,9,0,12,0,4,0,0,0,42,39,0
6057,37,4,9,3,5,1,3,1,0,0,40,26,0
6058,56,4,5,0,3,0,4,1,0,0,40,39,0
6059,35,0,6,0,0,1,4,0,0,0,16,0,0
6060,40,4,12,0,1,1,2,0,0,0,32,39,0
6061,31,4,13,2,12,4,4,1,0,0,55,39,0
6062,26,4,13,2,10,4,4,1,0,0,40,39,0
6063,26,7,13,4,10,3,4,1,0,0,40,39,0
6064,42,5,13,2,4,4,4,1,0,0,70,39,0
6065,45,6,9,2,4,4,1,1,0,0,40,3,0
6066,47,2,10,2,10,4,2,1,7688,0,50,39,1
6067,22,4,10,2,7,4,4,1,0,0,40,26,0
6068,33,4,13,4,4,3,4,1,0,0,40,39,0
6069,37,4,9,4,14,0,2,1,0,0,50,39,0
6070,48,6,9,2,5,4,4,1,0,0,98,39,0
6071,57,6,6,2,3,4,4,1,0,0,8,39,0
6072,47,4,10,0,1,0,4,0,0,0,60,39,0
6073,58,2,5,2,14,4,4,1,0,0,40,39,0
6074,55,4,7,6,1,1,4,0,0,0,40,39,0
6075,52,4,10,2,3,4,4,1,0,0,55,39,0
6076,29,4,13,4,10,0,4,1,0,0,40,39,0
6077,42,4,14,4,10,0,4,0,0,0,40,39,0
6078,23,4,9,0,3,0,4,1,0,0,60,39,0
6079,23,4,8,4,8,0,4,0,0,0,30,39,0
6080,46,6,11,2,4,4,4,1,0,0,60,39,0
6081,30,4,10,4,7,0,4,1,0,0,40,39,0
6082,43,6,13,2,10,5,4,0,0,1887,70,39,1
6083,25,4,10,4,1,3,4,0,0,0,30,39,0
6084,32,4,9,2,14,4,4,1,0,0,80,39,1
6085,56,4,5,2,14,4,2,1,0,0,40,39,0
6086,33,4,9,2,14,4,4,1,0,0,43,39,0
6087,19,7,10,4,1,3,4,1,0,0,10,39,0
6088,20,4,10,4,12,3,4,0,0,0,18,39,0
6089,34,4,10,2,1,4,4,1,0,0,40,39,0
6090,34,4,5,0,8,1,4,0,0,0,40,39,0
6091,55,6,9,2,3,4,4,1,0,0,40,39,0
6092,55,4,5,2,13,5,4,0,0,0,23,39,0
6093,31,4,10,4,12,0,4,1,0,0,45,39,0
6094,30,4,9,0,8,1,4,0,0,0,40,39,0
6095,31,4,9,0,8,1,4,1,0,0,40,39,0
6096,51,4,9,5,7,0,4,1,0,1876,40,39,0
6097,59,4,9,2,3,4,4,1,0,0,40,39,0
6098,58,4,9,0,1,1,2,0,0,0,36,39,0
6099,40,4,5,2,6,4,4,1,0,0,40,39,0
6100,54,4,9,2,3,4,2,1,0,0,40,39,0
6101,25,2,13,2,10,4,4,1,0,1977,40,39,1
6102,18,5,7,4,5,3,4,1,0,0,30,39,0
6103,41,4,10,2,3,4,4,1,0,0,40,39,0
6104,57,4,6,6,8,1,4,0,0,0,40,39,0
6105,37,4,9,2,4,4,4,1,0,0,40,39,1
6106,46,4,9,4,8,1,4,0,0,0,24,39,0
6107,39,4,9,4,8,3,4,0,0,0,38,39,0
6108,19,4,9,4,3,0,4,0,0,0,40,39,0
6109,41,4,12,2,7,4,4,1,0,0,40,39,0
6110,54,4,9,4,1,0,4,1,0,0,41,39,0
6111,39,4,14,2,4,4,4,1,0,0,40,39,1
6112,41,4,9,2,3,4,4,1,0,0,40,39,1
6113,26,4,15,4,10,0,4,0,0,0,30,39,0
6114,57,5,9,2,1,4,4,1,0,0,50,39,0
6115,33,2,10,2,11,4,4,1,0,0,40,39,1
6116,56,4,10,2,4,4,4,1,0,0,40,39,1
6117,60,4,9,2,7,4,4,1,0,0,40,39,0
6118,22,4,9,4,14,0,4,1,0,0,70,39,0
6119,58,4,8,2,14,2,4,1,0,0,40,39,0
6120,48,1,14,3,4,0,4,0,10520,0,50,39,1
6121,45,2,14,2,10,4,4,1,7688,0,55,39,1
6122,18,4,9,4,12,3,1,0,0,0,40,39,0
6123,56,4,9,6,8,1,4,0,0,0,40,39,0
6124,48,5,9,2,3,4,4,1,0,0,60,39,1
6125,40,4,13,4,13,0,1,0,0,2258,48,30,0
6126,38,4,9,0,8,0,4,1,0,0,32,39,0
6127,58,4,10,0,1,1,4,0,0,0,40,39,0
6128,23,4,10,4,4,3,4,1,0,0,50,39,0
6129,63,4,10,2,10,4,4,1,0,0,40,0,0
6130,51,4,13,0,10,0,4,1,0,0,45,39,0
6131,22,0,3,2,0,5,3,0,0,0,40,26,0
6132,44,4,9,2,5,4,4,1,0,0,70,39,0
6133,46,1,10,0,13,0,4,1,0,0,40,39,0
6134,64,7,13,2,1,4,4,1,0,0,40,39,0
6135,32,4,13,2,4,4,2,1,0,0,40,9,1
6136,31,4,10,2,1,4,4,1,0,0,40,39,0
6137,36,4,11,2,12,4,4,1,0,0,50,39,1
6138,21,4,9,4,8,0,4,0,0,0,50,39,0
6139,30,4,10,2,3,4,4,1,0,0,40,39,0
6140,31,4,11,4,8,0,2,0,0,0,40,39,0
6141,54,4,9,2,14,4,4,1,0,2051,50,39,0
6142,59,2,5,2,8,4,4,1,0,0,40,39,0
6143,28,2,14,2,10,5,4,0,0,0,20,39,1
6144,57,4,9,0,1,1,4,0,0,0,40,39,0
6145,44,4,9,2,3,4,4,1,0,0,45,39,0
6146,53,5,10,0,4,0,4,1,0,0,60,39,0
6147,58,6,10,2,4,4,4,1,0,0,60,39,1
6148,19,4,10,4,8,3,4,0,0,0,20,39,0
6149,39,5,12,2,4,4,4,1,0,0,50,39,1
6150,31,5,10,2,4,5,1,0,0,0,70,35,0
6151,27,4,9,2,3,4,4,1,0,0,40,39,0
6152,46,2,5,5,8,1,2,0,0,0,40,39,0
6153,37,6,14,4,4,0,4,1,0,0,40,39,0
6154,27,4,13,4,12,0,2,0,0,0,40,39,0
6155,33,4,10,4,14,0,4,1,0,0,55,39,0
6156,20,4,10,4,8,3,4,1,0,0,16,39,0
6157,55,4,9,0,3,0,4,1,0,0,45,39,0
6158,39,4,12,4,12,0,4,0,0,0,40,39,0
6159,41,4,9,4,8,0,4,0,0,0,40,39,0
6160,30,4,13,4,10,0,4,0,0,0,40,39,0
6161,39,5,13,3,12,0,4,1,0,0,40,39,0
6162,28,4,9,5,4,1,4,0,0,0,50,39,0
6163,25,4,10,4,12,3,4,1,0,0,24,39,0
6164,31,4,9,2,3,4,4,1,0,0,50,39,0
6165,51,4,9,2,14,4,4,1,0,0,60,39,0
6166,24,4,13,4,1,3,4,1,0,0,40,39,0
6167,70,4,9,0,11,0,4,0,0,0,32,39,0
6168,23,4,10,4,1,3,4,1,0,0,40,39,0
6169,61,4,9,6,4,0,4,0,0,0,40,39,0
6170,45,6,4,2,4,4,4,1,0,0,55,39,1
6171,47,4,9,2,6,4,4,1,4064,0,60,39,0
6172,56,4,10,0,8,0,4,0,0,0,50,39,0
6173,79,4,16,2,10,4,4,1,20051,0,35,8,1
6174,20,4,10,4,1,3,4,0,0,0,15,39,0
6175,30,4,9,4,3,1,1,1,0,0,40,40,0
6176,27,4,13,2,12,4,4,1,0,0,25,0,0
6177,40,4,13,2,12,4,4,1,0,0,40,39,1
6178,60,0,9,2,0,4,4,1,0,0,5,39,0
6179,58,4,9,2,3,4,4,1,0,0,40,39,1
6180,71,6,15,2,5,4,4,1,0,0,2,39,0
6181,50,4,15,2,10,4,4,1,0,0,60,39,1
6182,29,2,10,4,4,0,4,1,0,0,40,20,0
6183,33,4,6,5,8,1,4,0,3418,0,35,39,0
6184,60,7,9,2,11,4,0,1,0,0,40,39,1
6185,33,4,12,4,1,0,4,1,0,0,50,39,0
6186,43,4,13,2,8,5,4,0,0,0,35,0,1
